DisplayName,UserId,Id,Score,Text
Vincent van der Weele,2095090,27002164,2,You are really messing up concepts here. What is the `head` of a `node`? The `head` **is a** `node`.
Esailija,995876,26549194,2,"@RocketHazmat yes, it gotos to the end of the labeled block"
Esailija,995876,26614134,2,stackoverflow.com/questions/3423547/how-can-i-view-the-disassembly-of-optimised-jitted-net-code
Esailija,995876,26625684,2,There is no need to quote object keys when they are valid identifiers
eis,365237,26395785,2,"There are lot of items in repositories that only host the pom. Reason is that you can use poms to calculate dependencies, work out parent pom relationships etc. This is needed time to time even when actual .jar cannot be provided for whichever reason."
kontur,999162,26533561,2,"The link gives a 404 not found - that is why instead of linking to potential answers, post answers here."
Esailija,995876,26628230,2,"@akanksha1105 to see all properties in somewhat sane format, try `console.dir(array)`. If your question is about idiosyncrasies of console.log (which can do whatever random things it wants) then you should specify that --- not ask how names and indices are differentiated which is well defined issue and answered."
Esailija,995876,26494118,2,"Indeed, the PHP implementation is only doing this gross wastes of memory because the PHP use case does not need 1 million records at the same time lol"
Esailija,995876,26355314,2,"The second parameter is a joke, I wonder if someone actually uses that ridiculously verbose syntax to create objects in actual code"
Esailija,995876,26875833,2,@plalx `instanceof` is defined as *Is [[rhs]].prototype in the prototype chain of [[lhs]]?* and the answer is no since the spec says that the [[prototype]] of `RegExp.prototype` is *is the standard built-in Object prototype object*
Ilmari Karonen,411022,26605168,2,"The reason you're getting a zero result is probably because there's a bug in your code. It might help if you actually showed us that code (preferably in the form of a [short, self-contained correct example](http://sscce.org))."
Esailija,995876,26833091,2,Any error places the xhr into DONE state which by spec means that the GC immunity of the object must be lifted. The XHR object is only immune to GC while a request is ongoing.
Esailija,995876,26812742,2,The behavior isn't magic and is same in most mainstream languages.
Esailija,995876,26806282,2,"@PP. do you mean ""after a very short period of time"" or ""synchronously""?"
Esailija,995876,26785774,2,"Your ""Normal function"" function isn't normal in any sense, it references another magical property `.name`... Fixed benchmark at: http://jsperf.com/does-function-caller-affect-preformance/2"
Esailija,995876,26784576,2,"@Joshua that only matters for superficial display. You can print a number in hex base by `privateUseCode.toString(16)`. What is stored in the variable is actual numeric value, which you can work with. The hex string can only be used for superficial display."
Esailija,995876,26709901,2,"It's impossible, just use server side redirection like everyone else, including Google."
Esailija,995876,26749989,2,"@Jason Well obviously private is accessible in all languages, why is that a downside?"
eis,365237,26354948,2,"this is an old question, but just ""TYPE1"" still works."
Henri Hietala,2541668,26946606,2,What exactly is your question?
Esailija,995876,26491623,2,"Note that this is not what [reference](http://www.ecma-international.org/ecma-262/5.1/#sec-8.7) means, especially returning a reference means that you can use e.g. `delete` operator on it. The distinction of value/reference types as is done in Java is actually not useful in Javascript because in Javascript it is impossible to observe any difference."
Ilmari Karonen,411022,26762750,2,@user2604484: You'll probably need to have the file names in UTF-8 too.
Esailija,995876,26474527,2,"The loader should be hidden in the `complete` callback (fired in both error and success cases), not just success."
Ilmari Karonen,411022,27153022,2,@Zanii: Strange. [It works for me.](http://ideone.com/zahqSa) Are you passing in the correct value of `n` (i.e. 2 for your case)?
eis,365237,26681342,2,"original function does not modify $i: it is the value to be looked for, so you shouldn't assign to it."
Esailija,995876,26540373,2,"This looks very complicated, what are you really trying to do?"
Ilmari Karonen,411022,26739590,2,"@user2604484: Yes, you could use `--title=Template:Foo_bar`, but that would work only for that one file. It might be easier to just rename the files to include the `Template:` prefix. Or edit the script to prepend it."
Ilmari Karonen,411022,26307544,2,"Also, just to make sure, you _do_ know that `action=render` is _not_ a valid `api.php` action, but should instead be passed as [a parameter to `index.php`](http://www.mediawiki.org/wiki/Manual:Actions), right? (Yes, it's kind of confusing that both of those scripts take a parameter with the same name and a similar purpose, but different allowed values.)"
Esailija,995876,26469947,2,because the test is incorrect... the teardown is performed between samples not calls/iterations so the while code is not doing anything. The entire jsperf is set up in a way to make you do incorrect benchmarks anyway... starting with the fact that it does deliberate attempts to negate engine optimizations which one needs to avoid with unintuitive script tags and global functions as tests
Esailija,995876,26512113,2,Ok if you are still disagreeing me please check out these jsfiddles. http://jsfiddle.net/x7keR/2/ (no GC problem in chrome) http://jsfiddle.net/x7keR/3/ (still no GC problem in chrome) http://jsfiddle.net/x7keR/4/ ( have a problem ). To see it press collect garbage in developer tools and see that only /4 doesn't reclaim memory
eis,365237,26451086,2,@EikePierstorff that'd be an answer
eis,365237,26679440,2,"it's supposed to be of type Field, not ""MyField""... you should use more correct data for the example code"
eis,365237,26655047,2,so what is the actual problem? what's the error message? can you show the jsfiddle demonstrating it?
Kayaman,2541560,26507586,2,"Yes, it's on the AccountDanger object (implicitly because the method has the synchronized keyword)."
Esailija,995876,26536316,2,[Flags registers - Can we read or write them directly?](http://stackoverflow.com/q/1406783/995876)
eis,365237,26652370,2,It is worth a mention that Servlet 3.0 was released back in december 2009. The question and the current accepted answer answer predate those.
Ilmari Karonen,411022,26720180,2,"@user2604484: That might well be the case. Using a better file transfer protocol (e.g. SFTP instead of FTP) might help, but the simplest solution is probably to put all your files in a single .zip archive (""compressed folder"" in Windows speak) and upload that. You can uncompress it on the server with the `unzip` command."
Esailija,995876,26533271,2,What is an empty tr actually.. does it have empty td elements or no children at all?
Ilmari Karonen,411022,26889591,2,"Yes, but `auxi[i-j]` may be (and typically is) less than `i`. (I think that's probably a bug, and it should be `auxi[i+j]` since you're looping backwards from `top` to `0`, but even if you fix that, you'll still be referencing uninitialized elements whenever there's a snake.)"
eis,365237,26460645,2,"it's the fastest option only if hashcodes of objects are sensible. Having hashcode return 0 for all objects fullfills the contract, but would make hash-based collections perform horribly. Just overriding hashcode with something that blindly obeys the contract will not help."
Ilmari Karonen,411022,26698541,2,"That's a _really_ slow upload speed. Are you using an old modem from the 90's? As for importing the files into MediaWiki, certainly it should be faster to upload the files onto the server (perhaps in a .zip / .tar.gz archive to make it faster) and use importTextFile.php (or edit.php, which should be equally fast) than to use a bot. I suppose modifying the script to import all the files in one invocation would be even faster, but probably not enough to make up for the time it would take to make the changes and test them."
Hieu Nguyen,2527433,26890163,2,You can follow one of my answers here: http://stackoverflow.com/questions/17751163/django-display-time-it-took-to-load-a-page-on-every-page/17777539#17777539
Ilmari Karonen,411022,26307337,2,"You may be able to get around the cross-domain issues using [JSONP](http://en.wikipedia.org/wiki/JSONP), which the MediaWiki API [supports](http://www.mediawiki.org/wiki/API:Cross-site_requests) via the `callback` parameter. As for `action=parse`, you still need to [specify the format you want](http://www.mediawiki.org/wiki/API:Cross-site_requests), e.g. with `format=json`."
Esailija,995876,26505112,1,@Ian that is not even the most common way of creating elements.. `.innerHTML` is. See my first comment.
Esailija,995876,26632724,1,Isn't this throttling? I think debounce means to keep moving the timeout as long as calls are coming in under certain amount of milliseconds and only make one call finally when things settle down. Maybe I have them other way around...
Esailija,995876,26632792,1,Ok it seems it's not throttling and not debouncing either.. according to this explanation http://drupalmotion.com/article/debounce-and-throttle-visual-explanation :P or maybe it's throttling... argh but it's definitely not debouncing
Esailija,995876,26632904,1,@davnicwil it will help also to determine what your application does because debouncing might be more appropriate. For example I have never needed throttling in js... let's say you send ajax request with each keypress. Then throttling will waste requests while the user is still typing.
Esailija,995876,26542944,1,Then you are operating on blind faith
Hieu Nguyen,2527433,26543106,1,"ah right, I didn't notice you use different params for `source` callback. Normally I would use `source: function (query, process) {`. And yes it is handle the response of the AJAX call."
Esailija,995876,26630895,1,"Whitespace or comment will fit this bill, filling the code with function declarations is probably the worst you could do with regards to your goal."
Esailija,995876,26652007,1,"@AwakeZoldiek What do you mean by it is not a ""native feature""?"
Hieu Nguyen,2527433,26497469,1,"It's just I'm not sure about the result query of them so it could be either, anyway use `query.__str__()` to check the query you need. Also check my answer carefully, you should use `values('datetime')` only"
Hieu Nguyen,2527433,26469143,1,`remote` is what you need. Check the last 2 examples
Esailija,995876,26695965,1,@CrazyTrain done :P
Esailija,995876,26505048,1,"That is impossible in general, and any practical solution for some sub cases would be a lot of work."
Esailija,995876,26707711,1,"The way it should be thought about is that `set_attr` is a normal function with extra hidden parameter for the `$this`, and `$sc1->get_attr()` then effectively calls that function `get_attr($sc1)`. There is no need to create separate scopes or any copies or even think of it as something different from normal function."
jku,2241569,27072726,1,It's good you got your problem resolved but this solution is unlikely to be correct. Desktop files are not executed so should not require to be marked executable. Take a look in /usr/share/applications: none of the desktop files are marked executable.
Esailija,995876,26709589,1,"@jack yes the `elem.click()` will not be considered to originate from user action even if the actual event happened to, I think that is irrelevant  here since the intention is to just follow the link which works fine."
Esailija,995876,26727682,1,"At least use hasOwnProperty, `__lookupGetter__` or `__proto__` is a common name for sports"
Esailija,995876,26728139,1,I just run my hash table benchmark and I got  6 million times per second for hasOwnProperty .http://jsfiddle.net/JT3W5/
Hieu Nguyen,2527433,26521294,1,"I believe the url (in AJAX) should be: `url: '/livestream/postdata/',` (notice that first `/`?)"
Esailija,995876,26621907,1,"This is called a ""carousel"". [Slider means something different](http://en.wikipedia.org/wiki/Slider_\(computing\))"
Esailija,995876,26630109,1,"So `/^((https?|ftp|file):\/\/[-A-Z0-9+&@#\/%?=~_|!:,.;]*[-A-Z0-9+&@#\/%=~_|])$/`?"
Hieu Nguyen,2527433,26743688,1,why don't you use normal Django test client? https://docs.djangoproject.com/en/dev/topics/testing/overview/#testing-tools
Esailija,995876,26543259,1,"@sje397 What does that have to do with anything? You *completely* missed my point. Are you those people who say ""the compiler will optimize it"" and never even look at assembly - and if they did, they find out that it wasn't in fact optimized like you expected."
Esailija,995876,26549884,1,The advice about mixing types wasn't related to your immediate problem but a general advice
Esailija,995876,26540735,1,"@NeoWang Those that use bugs in plugins like Flash. You cannot forge the header in a normal CSRF situation, so it's fine without bugs. You might consider that always just sending and checking token is much simpler than sometimes checking token and sometimes checking header."
Esailija,995876,26492284,1,"A property assignment fails when `data` is a primitive, sealed, inextensible, or a frozen object when the property doesn't already exist or if the property exists then the assignment will fail when the property is not writable or the object is frozen. Then on the second line, you try to retrieve `data[i]`, but if the property assignment failed, then that will not be what you wanted. But in the first example, the assignment to the  variable always works even if the property assignment fails. So that's why they are not equivalent."
Esailija,995876,26553216,1,"If you are asking if it's possible to write a language in invalid syntax, then the answer is obviously no. If you are not asking that, what are you asking?"
Esailija,995876,26553475,1,Btw this seems like a huge [XY problem](http://mywiki.wooledge.org/XyProblem)
Esailija,995876,26555448,1,"Not much better than the loop if the loop is allowed to be ""fake""-one lined too :P `for(var i = 0; i < array.length ) delete array[i].bad`"
Hieu Nguyen,2527433,27021637,1,"So `gul` is a type now? You can change your url pattern to `url(r'^(?P<type>\w+)/(?P<page>\d+)$', 'site1.views.type')` then"
Esailija,995876,26555659,1,"Neither of them expresses ""delete bad property of all objects in this array"" in radically different way. `forEach` is generic and semantically meaningless by itself, like a `for` loop."
Kayaman,2541560,27179556,1,"Also go by the name of ""jagged arrays""."
Hieu Nguyen,2527433,26621290,1,possible duplicate of [CSS issue on Twitter Typeahead with Bootstrap 3](http://stackoverflow.com/questions/18059161/css-issue-on-twitter-typeahead-with-bootstrap-3)
Esailija,995876,26629779,1,@DavidKrmpotic localStorage saves the data on disk so it only supports strings. Sure it could do JSON behind the scenes but that would make it much slower when JSON is not needed.
Hieu Nguyen,2527433,26596153,1,Just read this guide then: https://docs.djangoproject.com/en/dev/ref/contrib/csrf/
Hieu Nguyen,2527433,26595490,1,+1 for using `redirect` instead of `HttpResponseRedirect`. Of course OP can try to do `return redirect('/')` to go back to `http://127.0.0.1:8000/`
Esailija,995876,26608588,1,That would have not been simple even if it worked in IE6-8 since 2 different events can easily have same timestamp.
Esailija,995876,26611061,1,"@LoneLearner you could prefix them with `_` to communicate internal field, no need to fight against the language"
Esailija,995876,26540247,1,"You should just use `Map<Integer, Integer> lbs`."
Esailija,995876,26611784,1,"@arachide you have seriously misunderstood. Using closures does not mean you waste memory. The reason defining functions in a constructor wastes memory is because you define functions in a constructor, not because of any closure. You can even define non-closures in a constructor and the memory waste will be the same. Sigh. Defining functions in a constructor is the problem, not closures. Functions have observable identity and are for example in V8 extremely fat objects, that's why it takes a lot of memory to hold tons of wasted fat identities around that point to same code."
Esailija,995876,26614961,1,Well generally it doesn't make sense to write code in the compiler to do optimizations that are not useful to anyone in a real situation.
Esailija,995876,26620613,1,"[It's possible to make an `.each` implementation that performs the same as a for loop](http://jsperf.com/for-foreach-jqeach) (at least in V8 and SpiderMonkey due to implementing inlining optimization). jQuery `$.each` however performs like a dog, avoid when performance is a concern."
Esailija,995876,26623885,1,The general execution direction is linearly from top-to-bottom. So you try to access the getter before it has been defined.
Esailija,995876,26540072,1,There is no value
Esailija,995876,26492461,1,Here's an example that uses frozen object to produce different result http://jsfiddle.net/zgdKB/
Timo Westkämper,252552,26355426,1,"no, like (map :TABLE_NAME ..."
Esailija,995876,26735345,1,lol this couldn't be idiomatic prototype.
eis,365237,26490934,1,Just making a note here that StringWriter approach indeed works. Thank you!
Vincent van der Weele,2095090,26762345,1,"Impressive question decrypting! Still, for this to work `onOrOff` must be public in `LightPost`."
Kayaman,2541560,26818310,1,You're right. Those bastards.
Vincent van der Weele,2095090,26778352,1,To all editors: please be careful to not introduce more errors than your predecessor fixed...
Vincent van der Weele,2095090,26847592,1,"I think everyone on the other question agreed that there are only 3 objects created, so what's the point of this follow-up? Maybe I miss the essence of your question, but it feels like you're asking exactly the same."
Vincent van der Weele,2095090,26850699,1,"I had no clue that the OP meant this, but reading your answer, it makes a lot of sense! +1 Btw, it's quite useless to drag `Results.maxLength` all around your tree, while you're only interested in the maximum of left and right on the root."
Vincent van der Weele,2095090,26945439,1,let us [continue this discussion in chat](http://chat.stackoverflow.com/rooms/35904/discussion-between-heuster-and-pingboo23)
Vincent van der Weele,2095090,27119146,1,"Either I don't understand the question, or you just reverted the (correct) edits of @SlaterTyranus. The question in its current form is self-contradictory and makes absolutely no sense."
buggedcom,194480,26871390,1,"This causes false flags. Take the string for example `I <3 PHP`. This function would determine that tags do exist, when they don't."
Kayaman,2541560,26806720,1,"Well if the database string is ""online"" and you ask for ""Online"", it sure as heck won't return anything."
Kayaman,2541560,26804859,1,Many websites provide RSS feeds that do exactly what you want. And Android has plenty of RSS readers.
eis,365237,26393950,1,don't really understand the problem here. why can't you just put a new value into char or string variable if you want to change it?
eis,365237,26459179,1,"This question should be reopened, as now with edits it should be clear what is being asked."
eis,365237,26652519,1,note that this provides no extra security in comparison to current situation. The parameters still need to be checked to have any kind of security.
Kayaman,2541560,26819027,1,What's your batch size?
Kayaman,2541560,26764977,1,"@iluvthee07 Operator overloading is just syntactic sugar. It was left out of Java, because the advantages were considered to be less than the possibilities of confusion."
Kayaman,2541560,26505248,1,"@SteveP. True. I'm a recent refugee from the Sun/Oracle forums, and there was very little one could do to handle the messages, so I'm still learning the ropes."
eis,365237,26728037,1,I don't think you meant that for two identical values there would be different output?
eis,365237,26863794,1,"@ruakh I don't see that mentioned explicitly in the question, at least not in the way that it would deserve a downvote, but maybe that's just me :P"
eis,365237,26978383,1,"@DrizztDuOrden the code you have is fine. There are beginners instructions at http://www.freejavaguide.com/corejava1.htm - all you need to do is to [download and install a JDK](http://www.oracle.com/technetwork/java/javase/downloads/index.html), [put it in the PATH](http://docs.oracle.com/javase/tutorial/essential/environment/paths.html) and you're good to go."
eis,365237,27144452,1,"@Spudley because they don't know any better. And how would they, since [manual page](http://fi1.php.net/manual/en/function.mail.php) says nothing about the fact that it is crap and should really be deprecated."
sampoh,2181499,26415880,1,Ding ding ding! I guess this is new on jQuery UI as no `autoHeight` or `clearStyle` was mentioned in the [API](http://api.jqueryui.com/accordion/).
robguinness,896660,26982664,1,"Can someone provide pointers as to where the tradeoff might be for common hardware and data scenarios? I know I should do benchmarks for my specific case, but if I'm just starting out and/or don't have time to run extensive benchmark, what are some reasonable inflection points for typical scenarios?"
Jonik,56285,26519941,1,That's pretty neat!
Timo Westkämper,252552,26982399,1,"Ok, then this might be a bug as well. Feel free to file a ticket for it."
Jonik,56285,26690877,1,"Hmm, for me, `{sdkpath}/extras/android` contains only `support` and `m2repository` subdirectories. (And `{sdkpath}/extras/android/support/v7/appcompat` seems to be exactly what I need.) If I'm missing some part of the SDK, how exactly should I install it? I'm also using Android SDK Tools 22.0.5."
Timo Westkämper,252552,26497909,1,I'd also suggest to put the conditional execution of the plugin into a profile.
Kayaman,2541560,26818346,1,"Well if you'll be returning that map from a method, then the interface-preferring rule still applies."
Vincent van der Weele,2095090,26496138,1,This question is not very well suited for SO. Have a look at [What types of questions should I avoid asking?](http://stackoverflow.com/help/dont-ask).
Kayaman,2541560,27167027,1,"As for implementing a protocol, you're free to do as you please. Although maybe you should Google around for some more information, as you seem to be quite lost and this question is too broad for here."
Kayaman,2541560,27152270,1,"Eh? The cache is the ""private volatile int hashCode"". When the hash is calculated, it's saved to the cache. Initially the value is 0 as are all non-local numerical variables."
Esailija,995876,26778018,1,"@Ian agree, this is begging for second-order XSS.. I must punish with a downvote"
Esailija,995876,26778364,1,"Question is invalidated by the fact that strict mode doesn't forbid eval, it just disables the dynamic scoping of eval"
Esailija,995876,26784448,1,Definition for [property](http://www.ecma-international.org/ecma-262/5.1/#sec-4.3.26) and [variable](http://www.ecma-international.org/ecma-262/5.1/#sec-12.2). Please don't confuse the two.
Esailija,995876,26784622,1,What do you need it for? I am asking cos it's kinda strange to want the code point in a hex string.
Esailija,995876,26787575,1,This is pretty impressive thinking that should be the norm but isn't
Esailija,995876,26799936,1,@Gopal here are multiple examples that show difference between variables and properties http://jsfiddle.net/VjZnn/
Esailija,995876,26806052,1,"In Java `private` doesn't prevent access either because you can access it through reflection. So in Java you were already relying on developers not wanting to access it. Btw, the pattern uses `variables` which don't play along with the language's object model. Here are a few examples http://jsfiddle.net/VjZnn/"
Esailija,995876,26806531,1,The convention everywhere used is underscore prefixing e.g. `this._age` or `this._method()`. The underscores are very visible because they are not naturally used everywhere else other than `CONSTANT_NAMING`.
Esailija,995876,26811723,1,Node.js uses V8 which does not interpret at any point :P
Esailija,995876,26814351,1,The subtype and supertype share the same prototype object so placing methods into one affects the other. Who wants that?
Esailija,995876,26836855,1,"@BenjaminGruenbaum the spec that was linked right above? :P See here in the error case, step 4 is changing the state to DONE. http://www.w3.org/TR/XMLHttpRequest/#infrastructure-for-the-send()-method"
